category_original,category_djinni,experience_original,experience_label,salary_min,salary_max,country,scrape_date,source
product manager,product_manager,Middle,2-3 роки,8198.0,8198.0,US,2026-05-19,adzuna
product manager,product_manager,Senior,5+ років,8208.0,8208.0,US,2026-05-19,adzuna
product owner,product_owner,Middle,2-3 роки,9952.0,9952.0,US,2026-05-19,adzuna
product owner,product_owner,Senior,5+ років,9878.0,9878.0,US,2026-05-19,adzuna
IT project manager software,project_manager,Middle,2-3 роки,8442.0,8663.0,US,2026-05-19,adzuna
IT project manager software,project_manager,Senior,5+ років,8843.0,9006.0,US,2026-05-19,adzuna
python developer,python,Middle,2-3 роки,9487.0,9487.0,US,2026-05-19,adzuna
python developer,python,Senior,5+ років,8626.0,8626.0,US,2026-05-19,adzuna
qa engineer,qa,Middle,2-3 роки,8813.0,8813.0,US,2026-05-19,adzuna
qa engineer,qa,Senior,5+ років,8884.0,8884.0,US,2026-05-19,adzuna
qa automation engineer,qa_automation,Middle,2-3 роки,7056.0,7056.0,US,2026-05-19,adzuna
qa automation engineer,qa_automation,Senior,5+ років,7127.0,7127.0,US,2026-05-19,adzuna
manual qa tester,qa_manual,Middle,2-3 роки,6468.0,7264.0,US,2026-05-19,adzuna
manual qa tester,qa_manual,Senior,5+ років,6647.0,7414.0,US,2026-05-19,adzuna
react developer,react,Middle,2-3 роки,9178.0,9318.0,US,2026-05-19,adzuna
react developer,react,Senior,5+ років,9324.0,9378.0,US,2026-05-19,adzuna
react native developer,react_native,Middle,2-3 роки,9316.0,9316.0,US,2026-05-19,adzuna
react native developer,react_native,Senior,5+ років,10029.0,10214.0,US,2026-05-19,adzuna
it recruiter,recruiter,Middle,2-3 роки,6542.0,6542.0,US,2026-05-19,adzuna
it recruiter,recruiter,Senior,5+ років,6730.0,6745.0,US,2026-05-19,adzuna
ruby developer,ruby,Middle,2-3 роки,7728.0,9409.0,US,2026-05-19,adzuna
ruby developer,ruby,Senior,5+ років,9257.0,9823.0,US,2026-05-19,adzuna
rust developer,rust,Middle,2-3 роки,12636.0,12636.0,US,2026-05-19,adzuna
rust developer,rust,Senior,5+ років,12636.0,12925.0,US,2026-05-19,adzuna
sales manager,sales,Middle,2-3 роки,9611.0,9673.0,US,2026-05-19,adzuna
sales manager,sales,Senior,5+ років,9611.0,9673.0,US,2026-05-19,adzuna
sales director,sales_leadership,Middle,2-3 роки,9729.0,9729.0,US,2026-05-19,adzuna
sales director,sales_leadership,Senior,5+ років,9729.0,9729.0,US,2026-05-19,adzuna
sales manager,sales_manager,Middle,2-3 роки,9611.0,9673.0,US,2026-05-19,adzuna
sales manager,sales_manager,Senior,5+ років,9611.0,9673.0,US,2026-05-19,adzuna
salesforce developer,salesforce,Middle,2-3 роки,9901.0,9901.0,US,2026-05-19,adzuna
salesforce developer,salesforce,Senior,5+ років,8823.0,8823.0,US,2026-05-19,adzuna
sap developer,sap,Middle,2-3 роки,8632.0,8632.0,US,2026-05-19,adzuna
sap developer,sap,Senior,5+ років,10139.0,10911.0,US,2026-05-19,adzuna
scala developer,scala,Middle,2-3 роки,9665.0,9874.0,US,2026-05-19,adzuna
scala developer,scala,Senior,5+ років,9604.0,9837.0,US,2026-05-19,adzuna
scrum master,scrum_master,Middle,2-3 роки,8245.0,8245.0,US,2026-05-19,adzuna
scrum master,scrum_master,Senior,5+ років,8244.0,8244.0,US,2026-05-19,adzuna
security engineer,security,Middle,2-3 роки,9167.0,9276.0,US,2026-05-19,adzuna
security engineer,security,Senior,5+ років,11124.0,11272.0,US,2026-05-19,adzuna
security analyst,security_analyst,Middle,2-3 роки,7269.0,7500.0,US,2026-05-19,adzuna
security analyst,security_analyst,Senior,5+ років,7757.0,7843.0,US,2026-05-19,adzuna
seo specialist,seo,Middle,2-3 роки,6554.0,6554.0,US,2026-05-19,adzuna
seo specialist,seo,Senior,5+ років,6636.0,6636.0,US,2026-05-19,adzuna
social media manager,social_media,Middle,2-3 роки,4965.0,5036.0,US,2026-05-19,adzuna
social media manager,social_media,Senior,5+ років,5198.0,5272.0,US,2026-05-19,adzuna
sql dba database administrator,sql_dba,Middle,2-3 роки,9343.0,9343.0,US,2026-05-19,adzuna
sql dba database administrator,sql_dba,Senior,5+ років,9438.0,9473.0,US,2026-05-19,adzuna
technical support engineer,support,Middle,2-3 роки,8067.0,8067.0,US,2026-05-19,adzuna
technical support engineer,support,Senior,5+ років,8082.0,8082.0,US,2026-05-19,adzuna
svelte developer,svelte,Middle,2-3 роки,8023.0,11008.0,US,2026-05-19,adzuna
svelte developer,svelte,Senior,5+ років,11008.0,12975.0,US,2026-05-19,adzuna
symfony developer,symfony,Middle,2-3 роки,9330.0,9418.0,US,2026-05-19,adzuna
symfony developer,symfony,Senior,5+ років,9330.0,10419.0,US,2026-05-19,adzuna
system administrator linux,sysadmin,Middle,2-3 роки,8834.0,9496.0,US,2026-05-19,adzuna
system administrator linux,sysadmin,Senior,5+ років,9496.0,10458.0,US,2026-05-19,adzuna
ux designer,ui_ux,Middle,2-3 роки,8218.0,8218.0,US,2026-05-19,adzuna
ux designer,ui_ux,Senior,5+ років,8218.0,8218.0,US,2026-05-19,adzuna
unity developer,unity,Middle,2-3 роки,7217.0,7917.0,US,2026-05-19,adzuna
unity developer,unity,Senior,5+ років,8677.0,10198.0,US,2026-05-19,adzuna
unreal engine developer,unreal,Middle,2-3 роки,11326.0,11623.0,US,2026-05-19,adzuna
unreal engine developer,unreal,Senior,5+ років,10046.0,11235.0,US,2026-05-19,adzuna
ux researcher,ux_research,Middle,2-3 роки,11191.0,11293.0,US,2026-05-19,adzuna
ux researcher,ux_research,Senior,5+ років,11348.0,11435.0,US,2026-05-19,adzuna
vue.js developer,vue,Middle,2-3 роки,9021.0,9715.0,US,2026-05-19,adzuna
vue.js developer,vue,Senior,5+ років,9719.0,10371.0,US,2026-05-19,adzuna
winforms developer,winforms,Middle,2-3 роки,7087.0,7654.0,US,2026-05-19,adzuna
winforms developer,winforms,Senior,5+ років,8608.0,8954.0,US,2026-05-19,adzuna
wordpress developer,wordpress,Middle,2-3 роки,4736.0,5036.0,US,2026-05-19,adzuna
wordpress developer,wordpress,Senior,5+ років,4800.0,5141.0,US,2026-05-19,adzuna
wpf developer,wpf,Middle,2-3 роки,9625.0,9710.0,US,2026-05-19,adzuna
wpf developer,wpf,Senior,5+ років,9825.0,9843.0,US,2026-05-19,adzuna
xamarin developer,xamarin,Middle,2-3 роки,7072.0,7072.0,US,2026-05-19,adzuna
xamarin developer,xamarin,Senior,5+ років,8053.0,8814.0,US,2026-05-19,adzuna
yii developer,yii,Middle,2-3 роки,,,US,2026-05-19,adzuna
yii developer,yii,Senior,5+ років,,,US,2026-05-19,adzuna
2d animator,2d_animation,Middle,2-3 роки,,,DE,2026-05-20,adzuna
2d animator,2d_animation,Senior,5+ років,,,DE,2026-05-20,adzuna
2d animator,2d_animation,Middle,2-3 роки,,,DE,2026-05-20,adzuna
2d animator,2d_animation,Senior,5+ років,,,DE,2026-05-20,adzuna
2d animator,2d_animation,Middle,2-3 роки,,,DE,2026-05-20,adzuna
2d animator,2d_animation,Senior,5+ років,,,DE,2026-05-20,adzuna
2d animator,2d_animation,Middle,2-3 роки,,,DE,2026-05-20,adzuna
2d animator,2d_animation,Senior,5+ років,,,DE,2026-05-20,adzuna
2d animator,2d_animation,Middle,2-3 роки,,,DE,2026-05-20,adzuna
2d animator,2d_animation,Senior,5+ років,,,DE,2026-05-20,adzuna
2d artist,2d_artist,Middle,2-3 роки,,,DE,2026-05-20,adzuna
2d artist,2d_artist,Senior,5+ років,,,DE,2026-05-20,adzuna
2d artist,2d_artist,Middle,2-3 роки,,,DE,2026-05-20,adzuna
2d artist,2d_artist,Senior,5+ років,,,DE,2026-05-20,adzuna
2d artist,2d_artist,Middle,2-3 роки,,,DE,2026-05-20,adzuna
2d artist,2d_artist,Senior,5+ років,,,DE,2026-05-20,adzuna
2d artist,2d_artist,Middle,2-3 роки,,,DE,2026-05-20,adzuna
2d artist,2d_artist,Senior,5+ років,,,DE,2026-05-20,adzuna
2d artist,2d_artist,Middle,2-3 роки,,,DE,2026-05-20,adzuna
2d artist,2d_artist,Senior,5+ років,,,DE,2026-05-20,adzuna
3d animator,3d_animation,Middle,2-3 роки,,,DE,2026-05-20,adzuna
3d animator,3d_animation,Senior,5+ років,,,DE,2026-05-20,adzuna
3d animator,3d_animation,Middle,2-3 роки,,,DE,2026-05-20,adzuna
3d animator,3d_animation,Senior,5+ років,,,DE,2026-05-20,adzuna
3d animator,3d_animation,Middle,2-3 роки,,,DE,2026-05-20,adzuna
3d animator,3d_animation,Senior,5+ років,,,DE,2026-05-20,adzuna
3d animator,3d_animation,Middle,2-3 роки,,,DE,2026-05-20,adzuna
3d animator,3d_animation,Senior,5+ років,,,DE,2026-05-20,adzuna
3d animator,3d_animation,Middle,2-3 роки,,,DE,2026-05-20,adzuna
3d animator,3d_animation,Senior,5+ років,,,DE,2026-05-20,adzuna
3d artist,3d_artist,Middle,2-3 роки,,,DE,2026-05-20,adzuna
3d artist,3d_artist,Senior,5+ років,,,DE,2026-05-20,adzuna
3d artist,3d_artist,Middle,2-3 роки,,,DE,2026-05-20,adzuna
3d artist,3d_artist,Senior,5+ років,,,DE,2026-05-20,adzuna
3d artist,3d_artist,Middle,2-3 роки,,,DE,2026-05-20,adzuna
3d artist,3d_artist,Senior,5+ років,,,DE,2026-05-20,adzuna
3d artist,3d_artist,Middle,2-3 роки,,,DE,2026-05-20,adzuna
3d artist,3d_artist,Senior,5+ років,,,DE,2026-05-20,adzuna
3d artist,3d_artist,Middle,2-3 роки,,,DE,2026-05-20,adzuna
3d artist,3d_artist,Senior,5+ років,,,DE,2026-05-20,adzuna
accountant finance,accountant,Middle,2-3 роки,,,DE,2026-05-20,adzuna
accountant finance,accountant,Senior,5+ років,,,DE,2026-05-20,adzuna
accountant finance,accountant,Middle,2-3 роки,,,DE,2026-05-20,adzuna
accountant finance,accountant,Senior,5+ років,,,DE,2026-05-20,adzuna
accountant finance,accountant,Middle,2-3 роки,,,DE,2026-05-20,adzuna
accountant finance,accountant,Senior,5+ років,,,DE,2026-05-20,adzuna
accountant finance,accountant,Middle,2-3 роки,,,DE,2026-05-20,adzuna
accountant finance,accountant,Senior,5+ років,,,DE,2026-05-20,adzuna
accountant finance,accountant,Middle,2-3 роки,,,DE,2026-05-20,adzuna
accountant finance,accountant,Senior,5+ років,,,DE,2026-05-20,adzuna
affiliate manager,affiliate_manager,Middle,2-3 роки,,,DE,2026-05-20,adzuna
affiliate manager,affiliate_manager,Senior,5+ років,,,DE,2026-05-20,adzuna
affiliate manager,affiliate_manager,Middle,2-3 роки,,,DE,2026-05-20,adzuna
affiliate manager,affiliate_manager,Senior,5+ років,,,DE,2026-05-20,adzuna
affiliate manager,affiliate_manager,Middle,2-3 роки,,,DE,2026-05-20,adzuna
affiliate manager,affiliate_manager,Senior,5+ років,,,DE,2026-05-20,adzuna
affiliate manager,affiliate_manager,Middle,2-3 роки,,,DE,2026-05-20,adzuna
affiliate manager,affiliate_manager,Senior,5+ років,,,DE,2026-05-20,adzuna
affiliate manager,affiliate_manager,Middle,2-3 роки,,,DE,2026-05-20,adzuna
affiliate manager,affiliate_manager,Senior,5+ років,,,DE,2026-05-20,adzuna
android developer,android,Middle,2-3 роки,,,DE,2026-05-20,adzuna
android developer,android,Senior,5+ років,,,DE,2026-05-20,adzuna
android developer,android,Middle,2-3 роки,,,DE,2026-05-20,adzuna
android developer,android,Senior,5+ років,,,DE,2026-05-20,adzuna
android developer,android,Middle,2-3 роки,,,DE,2026-05-20,adzuna
android developer,android,Senior,5+ років,,,DE,2026-05-20,adzuna
android developer,android,Middle,2-3 роки,,,DE,2026-05-20,adzuna
android developer,android,Senior,5+ років,,,DE,2026-05-20,adzuna
android developer,android,Middle,2-3 роки,,,DE,2026-05-20,adzuna
android developer,android,Senior,5+ років,,,DE,2026-05-20,adzuna
angular developer,angular,Middle,2-3 роки,,,DE,2026-05-20,adzuna
angular developer,angular,Senior,5+ років,,,DE,2026-05-20,adzuna
angular developer,angular,Middle,2-3 роки,,,DE,2026-05-20,adzuna
angular developer,angular,Senior,5+ років,,,DE,2026-05-20,adzuna
angular developer,angular,Middle,2-3 роки,,,DE,2026-05-20,adzuna
angular developer,angular,Senior,5+ років,,,DE,2026-05-20,adzuna
angular developer,angular,Middle,2-3 роки,,,DE,2026-05-20,adzuna
angular developer,angular,Senior,5+ років,,,DE,2026-05-20,adzuna
angular developer,angular,Middle,2-3 роки,,,DE,2026-05-20,adzuna
angular developer,angular,Senior,5+ років,,,DE,2026-05-20,adzuna
asp.net developer,asp_net,Middle,2-3 роки,,,DE,2026-05-20,adzuna
asp.net developer,asp_net,Senior,5+ років,,,DE,2026-05-20,adzuna
asp.net developer,asp_net,Middle,2-3 роки,,,DE,2026-05-20,adzuna
asp.net developer,asp_net,Senior,5+ років,,,DE,2026-05-20,adzuna
asp.net developer,asp_net,Middle,2-3 роки,,,DE,2026-05-20,adzuna
asp.net developer,asp_net,Senior,5+ років,,,DE,2026-05-20,adzuna
asp.net developer,asp_net,Middle,2-3 роки,,,DE,2026-05-20,adzuna
asp.net developer,asp_net,Senior,5+ років,,,DE,2026-05-20,adzuna
asp.net developer,asp_net,Middle,2-3 роки,,,DE,2026-05-20,adzuna
asp.net developer,asp_net,Senior,5+ років,,,DE,2026-05-20,adzuna
blazor developer,blazor,Middle,2-3 роки,,,DE,2026-05-20,adzuna
blazor developer,blazor,Senior,5+ років,,,DE,2026-05-20,adzuna
blazor developer,blazor,Middle,2-3 роки,,,DE,2026-05-20,adzuna
blazor developer,blazor,Senior,5+ років,,,DE,2026-05-20,adzuna
blazor developer,blazor,Middle,2-3 роки,,,DE,2026-05-20,adzuna
blazor developer,blazor,Senior,5+ років,,,DE,2026-05-20,adzuna
blazor developer,blazor,Middle,2-3 роки,,,DE,2026-05-20,adzuna
blazor developer,blazor,Senior,5+ років,,,DE,2026-05-20,adzuna
blazor developer,blazor,Middle,2-3 роки,,,DE,2026-05-20,adzuna
blazor developer,blazor,Senior,5+ років,,,DE,2026-05-20,adzuna
business analyst IT,business_analyst,Middle,2-3 роки,5650.0,7533.0,DE,2026-05-20,adzuna
business analyst IT,business_analyst,Senior,5+ років,5650.0,7533.0,DE,2026-05-20,adzuna
business analyst IT,business_analyst,Middle,2-3 роки,5650.0,7533.0,DE,2026-05-20,adzuna
business analyst IT,business_analyst,Senior,5+ років,5650.0,7533.0,DE,2026-05-20,adzuna
business analyst IT,business_analyst,Middle,2-3 роки,5650.0,7533.0,DE,2026-05-20,adzuna
business analyst IT,business_analyst,Senior,5+ років,5650.0,7533.0,DE,2026-05-20,adzuna
business analyst IT,business_analyst,Middle,2-3 роки,5650.0,7533.0,DE,2026-05-20,adzuna
business analyst IT,business_analyst,Senior,5+ років,5650.0,7533.0,DE,2026-05-20,adzuna
business analyst IT,business_analyst,Middle,2-3 роки,5650.0,7533.0,DE,2026-05-20,adzuna
business analyst IT,business_analyst,Senior,5+ років,5650.0,7533.0,DE,2026-05-20,adzuna
c programmer,c,Middle,2-3 роки,,,DE,2026-05-20,adzuna
c programmer,c,Senior,5+ років,,,DE,2026-05-20,adzuna
c programmer,c,Middle,2-3 роки,,,DE,2026-05-20,adzuna
c programmer,c,Senior,5+ років,,,DE,2026-05-20,adzuna
c programmer,c,Middle,2-3 роки,,,DE,2026-05-20,adzuna
c programmer,c,Senior,5+ років,,,DE,2026-05-20,adzuna
c programmer,c,Middle,2-3 роки,,,DE,2026-05-20,adzuna
c programmer,c,Senior,5+ років,,,DE,2026-05-20,adzuna
c programmer,c,Middle,2-3 роки,,,DE,2026-05-20,adzuna
c programmer,c,Senior,5+ років,,,DE,2026-05-20,adzuna
chief business development officer,cbdo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief business development officer,cbdo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief business development officer,cbdo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief business development officer,cbdo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief business development officer,cbdo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief business development officer,cbdo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief business development officer,cbdo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief business development officer,cbdo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief business development officer,cbdo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief business development officer,cbdo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief commercial officer,cco,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief commercial officer,cco,Senior,5+ років,,,DE,2026-05-20,adzuna
chief commercial officer,cco,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief commercial officer,cco,Senior,5+ років,,,DE,2026-05-20,adzuna
chief commercial officer,cco,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief commercial officer,cco,Senior,5+ років,,,DE,2026-05-20,adzuna
chief commercial officer,cco,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief commercial officer,cco,Senior,5+ років,,,DE,2026-05-20,adzuna
chief commercial officer,cco,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief commercial officer,cco,Senior,5+ років,,,DE,2026-05-20,adzuna
chief executive officer tech,ceo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief executive officer tech,ceo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief executive officer tech,ceo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief executive officer tech,ceo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief executive officer tech,ceo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief executive officer tech,ceo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief executive officer tech,ceo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief executive officer tech,ceo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief executive officer tech,ceo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief executive officer tech,ceo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief financial officer tech,cfo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief financial officer tech,cfo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief financial officer tech,cfo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief financial officer tech,cfo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief financial officer tech,cfo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief financial officer tech,cfo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief financial officer tech,cfo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief financial officer tech,cfo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief financial officer tech,cfo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief financial officer tech,cfo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief information officer,cio,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief information officer,cio,Senior,5+ років,,,DE,2026-05-20,adzuna
chief information officer,cio,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief information officer,cio,Senior,5+ років,,,DE,2026-05-20,adzuna
chief information officer,cio,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief information officer,cio,Senior,5+ років,,,DE,2026-05-20,adzuna
chief information officer,cio,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief information officer,cio,Senior,5+ років,,,DE,2026-05-20,adzuna
chief information officer,cio,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief information officer,cio,Senior,5+ років,,,DE,2026-05-20,adzuna
chief marketing officer tech,cmo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief marketing officer tech,cmo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief marketing officer tech,cmo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief marketing officer tech,cmo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief marketing officer tech,cmo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief marketing officer tech,cmo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief marketing officer tech,cmo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief marketing officer tech,cmo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief marketing officer tech,cmo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief marketing officer tech,cmo,Senior,5+ років,,,DE,2026-05-20,adzuna
content designer,content_design,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content designer,content_design,Senior,5+ років,,,DE,2026-05-20,adzuna
content designer,content_design,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content designer,content_design,Senior,5+ років,,,DE,2026-05-20,adzuna
content designer,content_design,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content designer,content_design,Senior,5+ років,,,DE,2026-05-20,adzuna
content designer,content_design,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content designer,content_design,Senior,5+ років,,,DE,2026-05-20,adzuna
content designer,content_design,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content designer,content_design,Senior,5+ років,,,DE,2026-05-20,adzuna
content manager,content_manager,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content manager,content_manager,Senior,5+ років,,,DE,2026-05-20,adzuna
content manager,content_manager,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content manager,content_manager,Senior,5+ років,,,DE,2026-05-20,adzuna
content manager,content_manager,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content manager,content_manager,Senior,5+ років,,,DE,2026-05-20,adzuna
content manager,content_manager,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content manager,content_manager,Senior,5+ років,,,DE,2026-05-20,adzuna
content manager,content_manager,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content manager,content_manager,Senior,5+ років,,,DE,2026-05-20,adzuna
content marketing manager,content_marketing,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content marketing manager,content_marketing,Senior,5+ років,,,DE,2026-05-20,adzuna
content marketing manager,content_marketing,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content marketing manager,content_marketing,Senior,5+ років,,,DE,2026-05-20,adzuna
content marketing manager,content_marketing,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content marketing manager,content_marketing,Senior,5+ років,,,DE,2026-05-20,adzuna
content marketing manager,content_marketing,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content marketing manager,content_marketing,Senior,5+ років,,,DE,2026-05-20,adzuna
content marketing manager,content_marketing,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content marketing manager,content_marketing,Senior,5+ років,,,DE,2026-05-20,adzuna
content writer,content_writing,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content writer,content_writing,Senior,5+ років,,,DE,2026-05-20,adzuna
content writer,content_writing,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content writer,content_writing,Senior,5+ років,,,DE,2026-05-20,adzuna
content writer,content_writing,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content writer,content_writing,Senior,5+ років,,,DE,2026-05-20,adzuna
content writer,content_writing,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content writer,content_writing,Senior,5+ років,,,DE,2026-05-20,adzuna
content writer,content_writing,Middle,2-3 роки,,,DE,2026-05-20,adzuna
content writer,content_writing,Senior,5+ років,,,DE,2026-05-20,adzuna
chief operating officer,coo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief operating officer,coo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief operating officer,coo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief operating officer,coo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief operating officer,coo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief operating officer,coo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief operating officer,coo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief operating officer,coo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief operating officer,coo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief operating officer,coo,Senior,5+ років,,,DE,2026-05-20,adzuna
c++ developer,cplusplus,Middle,2-3 роки,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cplusplus,Senior,5+ років,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cplusplus,Middle,2-3 роки,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cplusplus,Senior,5+ років,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cplusplus,Middle,2-3 роки,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cplusplus,Senior,5+ років,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cplusplus,Middle,2-3 роки,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cplusplus,Senior,5+ років,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cplusplus,Middle,2-3 роки,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cplusplus,Senior,5+ років,5885.0,7298.0,DE,2026-05-20,adzuna
chief product officer,cpo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief product officer,cpo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief product officer,cpo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief product officer,cpo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief product officer,cpo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief product officer,cpo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief product officer,cpo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief product officer,cpo,Senior,5+ років,,,DE,2026-05-20,adzuna
chief product officer,cpo,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief product officer,cpo,Senior,5+ років,,,DE,2026-05-20,adzuna
c++ developer,cpp,Middle,2-3 роки,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cpp,Senior,5+ років,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cpp,Middle,2-3 роки,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cpp,Senior,5+ років,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cpp,Middle,2-3 роки,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cpp,Senior,5+ років,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cpp,Middle,2-3 роки,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cpp,Senior,5+ років,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cpp,Middle,2-3 роки,5885.0,7298.0,DE,2026-05-20,adzuna
c++ developer,cpp,Senior,5+ років,5885.0,7298.0,DE,2026-05-20,adzuna
chief technology officer,cto,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief technology officer,cto,Senior,5+ років,8946.0,12242.0,DE,2026-05-20,adzuna
chief technology officer,cto,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief technology officer,cto,Senior,5+ років,8946.0,12242.0,DE,2026-05-20,adzuna
chief technology officer,cto,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief technology officer,cto,Senior,5+ років,8946.0,12242.0,DE,2026-05-20,adzuna
chief technology officer,cto,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief technology officer,cto,Senior,5+ років,8946.0,12242.0,DE,2026-05-20,adzuna
chief technology officer,cto,Middle,2-3 роки,,,DE,2026-05-20,adzuna
chief technology officer,cto,Senior,5+ років,8946.0,12242.0,DE,2026-05-20,adzuna
data analyst,data_analyst,Middle,2-3 роки,,,DE,2026-05-20,adzuna
data analyst,data_analyst,Senior,5+ років,,,DE,2026-05-20,adzuna
data analyst,data_analyst,Middle,2-3 роки,,,DE,2026-05-20,adzuna
data analyst,data_analyst,Senior,5+ років,,,DE,2026-05-20,adzuna
