category_original,category_djinni,experience_original,experience_label,salary_min,salary_max,country,scrape_date,source
laravel developer,laravel,Senior,5+ років,2295.0,3315.0,PL,2026-05-20,adzuna
laravel developer,laravel,Middle,2-3 роки,2295.0,3315.0,PL,2026-05-20,adzuna
laravel developer,laravel,Senior,5+ років,2295.0,3315.0,PL,2026-05-20,adzuna
tech lead,lead,Middle,2-3 роки,,,PL,2026-05-20,adzuna
tech lead,lead,Senior,5+ років,5992.0,7283.0,PL,2026-05-20,adzuna
tech lead,lead,Middle,2-3 роки,,,PL,2026-05-20,adzuna
tech lead,lead,Senior,5+ років,5992.0,7283.0,PL,2026-05-20,adzuna
tech lead,lead,Middle,2-3 роки,,,PL,2026-05-20,adzuna
tech lead,lead,Senior,5+ років,5992.0,7283.0,PL,2026-05-20,adzuna
tech lead,lead,Middle,2-3 роки,,,PL,2026-05-20,adzuna
tech lead,lead,Senior,5+ років,5992.0,7283.0,PL,2026-05-20,adzuna
tech lead,lead,Middle,2-3 роки,,,PL,2026-05-20,adzuna
tech lead,lead,Senior,5+ років,5992.0,7283.0,PL,2026-05-20,adzuna
lead generation manager,lead_generation,Middle,2-3 роки,,,PL,2026-05-20,adzuna
lead generation manager,lead_generation,Senior,5+ років,2805.0,4080.0,PL,2026-05-20,adzuna
lead generation manager,lead_generation,Middle,2-3 роки,,,PL,2026-05-20,adzuna
lead generation manager,lead_generation,Senior,5+ років,2805.0,4080.0,PL,2026-05-20,adzuna
lead generation manager,lead_generation,Middle,2-3 роки,,,PL,2026-05-20,adzuna
lead generation manager,lead_generation,Senior,5+ років,2805.0,4080.0,PL,2026-05-20,adzuna
lead generation manager,lead_generation,Middle,2-3 роки,,,PL,2026-05-20,adzuna
lead generation manager,lead_generation,Senior,5+ років,2805.0,4080.0,PL,2026-05-20,adzuna
lead generation manager,lead_generation,Middle,2-3 роки,,,PL,2026-05-20,adzuna
lead generation manager,lead_generation,Senior,5+ років,2805.0,4080.0,PL,2026-05-20,adzuna
magento developer,magento,Middle,2-3 роки,4080.0,4845.0,PL,2026-05-20,adzuna
magento developer,magento,Senior,5+ років,4080.0,4993.0,PL,2026-05-20,adzuna
magento developer,magento,Middle,2-3 роки,4080.0,4845.0,PL,2026-05-20,adzuna
magento developer,magento,Senior,5+ років,4080.0,4993.0,PL,2026-05-20,adzuna
magento developer,magento,Middle,2-3 роки,4080.0,4845.0,PL,2026-05-20,adzuna
magento developer,magento,Senior,5+ років,4080.0,4993.0,PL,2026-05-20,adzuna
magento developer,magento,Middle,2-3 роки,4080.0,4845.0,PL,2026-05-20,adzuna
magento developer,magento,Senior,5+ років,4080.0,4993.0,PL,2026-05-20,adzuna
magento developer,magento,Middle,2-3 роки,4080.0,4845.0,PL,2026-05-20,adzuna
magento developer,magento,Senior,5+ років,4080.0,4993.0,PL,2026-05-20,adzuna
marketing manager,marketing,Middle,2-3 роки,2805.0,4080.0,PL,2026-05-20,adzuna
marketing manager,marketing,Senior,5+ років,2805.0,4080.0,PL,2026-05-20,adzuna
marketing manager,marketing,Middle,2-3 роки,2805.0,4080.0,PL,2026-05-20,adzuna
marketing manager,marketing,Senior,5+ років,2805.0,4080.0,PL,2026-05-20,adzuna
marketing manager,marketing,Middle,2-3 роки,2805.0,4080.0,PL,2026-05-20,adzuna
marketing manager,marketing,Senior,5+ років,2805.0,4080.0,PL,2026-05-20,adzuna
marketing manager,marketing,Middle,2-3 роки,2805.0,4080.0,PL,2026-05-20,adzuna
marketing manager,marketing,Senior,5+ років,2805.0,4080.0,PL,2026-05-20,adzuna
marketing manager,marketing,Middle,2-3 роки,2805.0,4080.0,PL,2026-05-20,adzuna
marketing manager,marketing,Senior,5+ років,2805.0,4080.0,PL,2026-05-20,adzuna
marketing analyst,marketing_analyst,Middle,2-3 роки,,,PL,2026-05-20,adzuna
marketing analyst,marketing_analyst,Senior,5+ років,,,PL,2026-05-20,adzuna
marketing analyst,marketing_analyst,Middle,2-3 роки,,,PL,2026-05-20,adzuna
marketing analyst,marketing_analyst,Senior,5+ років,,,PL,2026-05-20,adzuna
marketing analyst,marketing_analyst,Middle,2-3 роки,,,PL,2026-05-20,adzuna
marketing analyst,marketing_analyst,Senior,5+ років,,,PL,2026-05-20,adzuna
marketing analyst,marketing_analyst,Middle,2-3 роки,,,PL,2026-05-20,adzuna
marketing analyst,marketing_analyst,Senior,5+ років,,,PL,2026-05-20,adzuna
marketing analyst,marketing_analyst,Middle,2-3 роки,,,PL,2026-05-20,adzuna
marketing analyst,marketing_analyst,Senior,5+ років,,,PL,2026-05-20,adzuna
.net maui developer,maui,Middle,2-3 роки,5731.0,6522.0,PL,2026-05-20,adzuna
.net maui developer,maui,Senior,5+ років,5731.0,6522.0,PL,2026-05-20,adzuna
.net maui developer,maui,Middle,2-3 роки,5731.0,6522.0,PL,2026-05-20,adzuna
.net maui developer,maui,Senior,5+ років,5731.0,6522.0,PL,2026-05-20,adzuna
.net maui developer,maui,Middle,2-3 роки,5731.0,6522.0,PL,2026-05-20,adzuna
.net maui developer,maui,Senior,5+ років,5731.0,6522.0,PL,2026-05-20,adzuna
.net maui developer,maui,Middle,2-3 роки,5731.0,6522.0,PL,2026-05-20,adzuna
.net maui developer,maui,Senior,5+ років,5731.0,6522.0,PL,2026-05-20,adzuna
.net maui developer,maui,Middle,2-3 роки,5731.0,6522.0,PL,2026-05-20,adzuna
.net maui developer,maui,Senior,5+ років,5731.0,6522.0,PL,2026-05-20,adzuna
media buyer,media_buying,Middle,2-3 роки,,,PL,2026-05-20,adzuna
media buyer,media_buying,Senior,5+ років,,,PL,2026-05-20,adzuna
media buyer,media_buying,Middle,2-3 роки,,,PL,2026-05-20,adzuna
media buyer,media_buying,Senior,5+ років,,,PL,2026-05-20,adzuna
media buyer,media_buying,Middle,2-3 роки,,,PL,2026-05-20,adzuna
media buyer,media_buying,Senior,5+ років,,,PL,2026-05-20,adzuna
media buyer,media_buying,Middle,2-3 роки,,,PL,2026-05-20,adzuna
media buyer,media_buying,Senior,5+ років,,,PL,2026-05-20,adzuna
media buyer,media_buying,Middle,2-3 роки,,,PL,2026-05-20,adzuna
media buyer,media_buying,Senior,5+ років,,,PL,2026-05-20,adzuna
machine learning engineer,ml_ai,Middle,2-3 роки,5610.0,6630.0,PL,2026-05-20,adzuna
machine learning engineer,ml_ai,Senior,5+ років,5697.0,7104.0,PL,2026-05-20,adzuna
machine learning engineer,ml_ai,Middle,2-3 роки,5610.0,6630.0,PL,2026-05-20,adzuna
machine learning engineer,ml_ai,Senior,5+ років,5697.0,7104.0,PL,2026-05-20,adzuna
machine learning engineer,ml_ai,Middle,2-3 роки,5610.0,6630.0,PL,2026-05-20,adzuna
machine learning engineer,ml_ai,Senior,5+ років,5697.0,7104.0,PL,2026-05-20,adzuna
machine learning engineer,ml_ai,Middle,2-3 роки,5610.0,6630.0,PL,2026-05-20,adzuna
machine learning engineer,ml_ai,Senior,5+ років,5697.0,7104.0,PL,2026-05-20,adzuna
machine learning engineer,ml_ai,Middle,2-3 роки,5610.0,6630.0,PL,2026-05-20,adzuna
machine learning engineer,ml_ai,Senior,5+ років,5697.0,7104.0,PL,2026-05-20,adzuna
motion designer,motion_design,Middle,2-3 роки,,,PL,2026-05-20,adzuna
motion designer,motion_design,Senior,5+ років,,,PL,2026-05-20,adzuna
motion designer,motion_design,Middle,2-3 роки,,,PL,2026-05-20,adzuna
motion designer,motion_design,Senior,5+ років,,,PL,2026-05-20,adzuna
motion designer,motion_design,Middle,2-3 роки,,,PL,2026-05-20,adzuna
motion designer,motion_design,Senior,5+ років,,,PL,2026-05-20,adzuna
motion designer,motion_design,Middle,2-3 роки,,,PL,2026-05-20,adzuna
motion designer,motion_design,Senior,5+ років,,,PL,2026-05-20,adzuna
motion designer,motion_design,Middle,2-3 роки,,,PL,2026-05-20,adzuna
motion designer,motion_design,Senior,5+ років,,,PL,2026-05-20,adzuna
microsoft dynamics developer,ms_dynamics,Middle,2-3 роки,7283.0,8568.0,PL,2026-05-20,adzuna
microsoft dynamics developer,ms_dynamics,Senior,5+ років,6854.0,8836.0,PL,2026-05-20,adzuna
microsoft dynamics developer,ms_dynamics,Middle,2-3 роки,7283.0,8568.0,PL,2026-05-20,adzuna
microsoft dynamics developer,ms_dynamics,Senior,5+ років,6854.0,8836.0,PL,2026-05-20,adzuna
microsoft dynamics developer,ms_dynamics,Middle,2-3 роки,7283.0,8568.0,PL,2026-05-20,adzuna
microsoft dynamics developer,ms_dynamics,Senior,5+ років,6854.0,8836.0,PL,2026-05-20,adzuna
microsoft dynamics developer,ms_dynamics,Middle,2-3 роки,7283.0,8568.0,PL,2026-05-20,adzuna
microsoft dynamics developer,ms_dynamics,Senior,5+ років,6854.0,8836.0,PL,2026-05-20,adzuna
microsoft dynamics developer,ms_dynamics,Middle,2-3 роки,7283.0,8568.0,PL,2026-05-20,adzuna
microsoft dynamics developer,ms_dynamics,Senior,5+ років,6854.0,8836.0,PL,2026-05-20,adzuna
no code developer,nocode,Middle,2-3 роки,,,PL,2026-05-20,adzuna
no code developer,nocode,Senior,5+ років,,,PL,2026-05-20,adzuna
no code developer,nocode,Middle,2-3 роки,,,PL,2026-05-20,adzuna
no code developer,nocode,Senior,5+ років,,,PL,2026-05-20,adzuna
no code developer,nocode,Middle,2-3 роки,,,PL,2026-05-20,adzuna
no code developer,nocode,Senior,5+ років,,,PL,2026-05-20,adzuna
no code developer,nocode,Middle,2-3 роки,,,PL,2026-05-20,adzuna
no code developer,nocode,Senior,5+ років,,,PL,2026-05-20,adzuna
no code developer,nocode,Middle,2-3 роки,,,PL,2026-05-20,adzuna
no code developer,nocode,Senior,5+ років,,,PL,2026-05-20,adzuna
node.js developer,node_js,Middle,2-3 роки,4590.0,5865.0,PL,2026-05-20,adzuna
node.js developer,node_js,Senior,5+ років,4909.0,6426.0,PL,2026-05-20,adzuna
node.js developer,node_js,Middle,2-3 роки,4590.0,5865.0,PL,2026-05-20,adzuna
node.js developer,node_js,Senior,5+ років,4909.0,6426.0,PL,2026-05-20,adzuna
node.js developer,node_js,Middle,2-3 роки,4590.0,5865.0,PL,2026-05-20,adzuna
node.js developer,node_js,Senior,5+ років,4909.0,6426.0,PL,2026-05-20,adzuna
node.js developer,node_js,Middle,2-3 роки,4590.0,5865.0,PL,2026-05-20,adzuna
node.js developer,node_js,Senior,5+ років,4909.0,6426.0,PL,2026-05-20,adzuna
node.js developer,node_js,Middle,2-3 роки,4590.0,5865.0,PL,2026-05-20,adzuna
node.js developer,node_js,Senior,5+ років,4909.0,6426.0,PL,2026-05-20,adzuna
odoo developer,odoo,Middle,2-3 роки,,,PL,2026-05-20,adzuna
odoo developer,odoo,Senior,5+ років,,,PL,2026-05-20,adzuna
odoo developer,odoo,Middle,2-3 роки,,,PL,2026-05-20,adzuna
odoo developer,odoo,Senior,5+ років,,,PL,2026-05-20,adzuna
odoo developer,odoo,Middle,2-3 роки,,,PL,2026-05-20,adzuna
odoo developer,odoo,Senior,5+ років,,,PL,2026-05-20,adzuna
odoo developer,odoo,Middle,2-3 роки,,,PL,2026-05-20,adzuna
odoo developer,odoo,Senior,5+ років,,,PL,2026-05-20,adzuna
odoo developer,odoo,Middle,2-3 роки,,,PL,2026-05-20,adzuna
odoo developer,odoo,Senior,5+ років,,,PL,2026-05-20,adzuna
penetration tester,penetration_tester,Middle,2-3 роки,,,PL,2026-05-20,adzuna
penetration tester,penetration_tester,Senior,5+ років,5569.0,6426.0,PL,2026-05-20,adzuna
penetration tester,penetration_tester,Middle,2-3 роки,,,PL,2026-05-20,adzuna
penetration tester,penetration_tester,Senior,5+ років,5569.0,6426.0,PL,2026-05-20,adzuna
penetration tester,penetration_tester,Middle,2-3 роки,,,PL,2026-05-20,adzuna
penetration tester,penetration_tester,Senior,5+ років,5569.0,6426.0,PL,2026-05-20,adzuna
penetration tester,penetration_tester,Middle,2-3 роки,,,PL,2026-05-20,adzuna
penetration tester,penetration_tester,Senior,5+ років,5569.0,6426.0,PL,2026-05-20,adzuna
penetration tester,penetration_tester,Middle,2-3 роки,,,PL,2026-05-20,adzuna
penetration tester,penetration_tester,Senior,5+ років,5569.0,6426.0,PL,2026-05-20,adzuna
php developer,php,Middle,2-3 роки,3570.0,4208.0,PL,2026-05-20,adzuna
php developer,php,Senior,5+ років,3315.0,5610.0,PL,2026-05-20,adzuna
php developer,php,Middle,2-3 роки,3570.0,4208.0,PL,2026-05-20,adzuna
php developer,php,Senior,5+ років,3315.0,5610.0,PL,2026-05-20,adzuna
php developer,php,Middle,2-3 роки,3570.0,4208.0,PL,2026-05-20,adzuna
php developer,php,Senior,5+ років,3315.0,5610.0,PL,2026-05-20,adzuna
php developer,php,Middle,2-3 роки,3570.0,4208.0,PL,2026-05-20,adzuna
php developer,php,Senior,5+ років,3315.0,5610.0,PL,2026-05-20,adzuna
php developer,php,Middle,2-3 роки,3570.0,4208.0,PL,2026-05-20,adzuna
php developer,php,Senior,5+ років,3315.0,5610.0,PL,2026-05-20,adzuna
ppc specialist,ppc,Middle,2-3 роки,1683.0,2448.0,PL,2026-05-20,adzuna
ppc specialist,ppc,Senior,5+ років,1683.0,2448.0,PL,2026-05-20,adzuna
ppc specialist,ppc,Middle,2-3 роки,1683.0,2448.0,PL,2026-05-20,adzuna
ppc specialist,ppc,Senior,5+ років,1683.0,2448.0,PL,2026-05-20,adzuna
ppc specialist,ppc,Middle,2-3 роки,1683.0,2448.0,PL,2026-05-20,adzuna
ppc specialist,ppc,Senior,5+ років,1683.0,2448.0,PL,2026-05-20,adzuna
ppc specialist,ppc,Middle,2-3 роки,1683.0,2448.0,PL,2026-05-20,adzuna
ppc specialist,ppc,Senior,5+ років,1683.0,2448.0,PL,2026-05-20,adzuna
ppc specialist,ppc,Middle,2-3 роки,1683.0,2448.0,PL,2026-05-20,adzuna
ppc specialist,ppc,Senior,5+ років,1683.0,2448.0,PL,2026-05-20,adzuna
pr manager,pr_manager,Middle,2-3 роки,,,PL,2026-05-20,adzuna
pr manager,pr_manager,Senior,5+ років,,,PL,2026-05-20,adzuna
pr manager,pr_manager,Middle,2-3 роки,,,PL,2026-05-20,adzuna
pr manager,pr_manager,Senior,5+ років,,,PL,2026-05-20,adzuna
pr manager,pr_manager,Middle,2-3 роки,,,PL,2026-05-20,adzuna
pr manager,pr_manager,Senior,5+ років,,,PL,2026-05-20,adzuna
pr manager,pr_manager,Middle,2-3 роки,,,PL,2026-05-20,adzuna
pr manager,pr_manager,Senior,5+ років,,,PL,2026-05-20,adzuna
pr manager,pr_manager,Middle,2-3 роки,,,PL,2026-05-20,adzuna
pr manager,pr_manager,Senior,5+ років,,,PL,2026-05-20,adzuna
product designer,product_design,Middle,2-3 роки,3570.0,5100.0,PL,2026-05-20,adzuna
product designer,product_design,Senior,5+ років,4564.0,6854.0,PL,2026-05-20,adzuna
product designer,product_design,Middle,2-3 роки,3570.0,5100.0,PL,2026-05-20,adzuna
product designer,product_design,Senior,5+ років,4564.0,6854.0,PL,2026-05-20,adzuna
product designer,product_design,Middle,2-3 роки,3570.0,5100.0,PL,2026-05-20,adzuna
product designer,product_design,Senior,5+ років,4564.0,6854.0,PL,2026-05-20,adzuna
product designer,product_design,Middle,2-3 роки,3570.0,5100.0,PL,2026-05-20,adzuna
product designer,product_design,Senior,5+ років,4564.0,6854.0,PL,2026-05-20,adzuna
product designer,product_design,Middle,2-3 роки,3570.0,5100.0,PL,2026-05-20,adzuna
product designer,product_design,Senior,5+ років,4564.0,6854.0,PL,2026-05-20,adzuna
product manager,product_manager,Middle,2-3 роки,5317.0,6426.0,PL,2026-05-20,adzuna
product manager,product_manager,Senior,5+ років,5534.0,6400.0,PL,2026-05-20,adzuna
product manager,product_manager,Middle,2-3 роки,5317.0,6426.0,PL,2026-05-20,adzuna
product manager,product_manager,Senior,5+ років,5534.0,6400.0,PL,2026-05-20,adzuna
product manager,product_manager,Middle,2-3 роки,5317.0,6426.0,PL,2026-05-20,adzuna
product manager,product_manager,Senior,5+ років,5534.0,6400.0,PL,2026-05-20,adzuna
product manager,product_manager,Middle,2-3 роки,5317.0,6426.0,PL,2026-05-20,adzuna
product manager,product_manager,Senior,5+ років,5534.0,6400.0,PL,2026-05-20,adzuna
product manager,product_manager,Middle,2-3 роки,5317.0,6426.0,PL,2026-05-20,adzuna
product manager,product_manager,Senior,5+ років,5534.0,6400.0,PL,2026-05-20,adzuna
product owner,product_owner,Middle,2-3 роки,4335.0,6120.0,PL,2026-05-20,adzuna
product owner,product_owner,Senior,5+ років,4335.0,6120.0,PL,2026-05-20,adzuna
product owner,product_owner,Middle,2-3 роки,4335.0,6120.0,PL,2026-05-20,adzuna
product owner,product_owner,Senior,5+ років,4335.0,6120.0,PL,2026-05-20,adzuna
product owner,product_owner,Middle,2-3 роки,4335.0,6120.0,PL,2026-05-20,adzuna
product owner,product_owner,Senior,5+ років,4335.0,6120.0,PL,2026-05-20,adzuna
product owner,product_owner,Middle,2-3 роки,4335.0,6120.0,PL,2026-05-20,adzuna
product owner,product_owner,Senior,5+ років,4335.0,6120.0,PL,2026-05-20,adzuna
product owner,product_owner,Middle,2-3 роки,4335.0,6120.0,PL,2026-05-20,adzuna
product owner,product_owner,Senior,5+ років,4335.0,6120.0,PL,2026-05-20,adzuna
IT project manager software,project_manager,Middle,2-3 роки,4284.0,5569.0,PL,2026-05-20,adzuna
IT project manager software,project_manager,Senior,5+ років,4284.0,5569.0,PL,2026-05-20,adzuna
IT project manager software,project_manager,Middle,2-3 роки,4284.0,5569.0,PL,2026-05-20,adzuna
IT project manager software,project_manager,Senior,5+ років,4284.0,5569.0,PL,2026-05-20,adzuna
IT project manager software,project_manager,Middle,2-3 роки,4284.0,5569.0,PL,2026-05-20,adzuna
IT project manager software,project_manager,Senior,5+ років,4284.0,5569.0,PL,2026-05-20,adzuna
IT project manager software,project_manager,Middle,2-3 роки,4284.0,5569.0,PL,2026-05-20,adzuna
IT project manager software,project_manager,Senior,5+ років,4284.0,5569.0,PL,2026-05-20,adzuna
IT project manager software,project_manager,Middle,2-3 роки,4284.0,5569.0,PL,2026-05-20,adzuna
IT project manager software,project_manager,Senior,5+ років,4284.0,5569.0,PL,2026-05-20,adzuna
python developer,python,Middle,2-3 роки,4080.0,5355.0,PL,2026-05-20,adzuna
python developer,python,Senior,5+ років,,,PL,2026-05-20,adzuna
python developer,python,Middle,2-3 роки,4080.0,5355.0,PL,2026-05-20,adzuna
python developer,python,Senior,5+ років,,,PL,2026-05-20,adzuna
python developer,python,Middle,2-3 роки,4080.0,5355.0,PL,2026-05-20,adzuna
python developer,python,Senior,5+ років,,,PL,2026-05-20,adzuna
python developer,python,Middle,2-3 роки,4080.0,5355.0,PL,2026-05-20,adzuna
python developer,python,Senior,5+ років,,,PL,2026-05-20,adzuna
python developer,python,Middle,2-3 роки,4080.0,5355.0,PL,2026-05-20,adzuna
python developer,python,Senior,5+ років,,,PL,2026-05-20,adzuna
qa engineer,qa,Middle,2-3 роки,3251.0,3570.0,PL,2026-05-20,adzuna
qa engineer,qa,Senior,5+ років,3825.0,4590.0,PL,2026-05-20,adzuna
qa engineer,qa,Middle,2-3 роки,3251.0,3570.0,PL,2026-05-20,adzuna
qa engineer,qa,Senior,5+ років,3825.0,4590.0,PL,2026-05-20,adzuna
qa engineer,qa,Middle,2-3 роки,3251.0,3570.0,PL,2026-05-20,adzuna
qa engineer,qa,Senior,5+ років,3825.0,4590.0,PL,2026-05-20,adzuna
qa engineer,qa,Middle,2-3 роки,3251.0,3570.0,PL,2026-05-20,adzuna
qa engineer,qa,Senior,5+ років,3825.0,4590.0,PL,2026-05-20,adzuna
qa engineer,qa,Middle,2-3 роки,3251.0,3570.0,PL,2026-05-20,adzuna
qa engineer,qa,Senior,5+ років,3825.0,4590.0,PL,2026-05-20,adzuna
qa automation engineer,qa_automation,Middle,2-3 роки,4070.0,4820.0,PL,2026-05-20,adzuna
qa automation engineer,qa_automation,Senior,5+ років,4284.0,5141.0,PL,2026-05-20,adzuna
qa automation engineer,qa_automation,Middle,2-3 роки,4070.0,4820.0,PL,2026-05-20,adzuna
qa automation engineer,qa_automation,Senior,5+ років,4284.0,5141.0,PL,2026-05-20,adzuna
qa automation engineer,qa_automation,Middle,2-3 роки,4070.0,4820.0,PL,2026-05-20,adzuna
qa automation engineer,qa_automation,Senior,5+ років,4284.0,5141.0,PL,2026-05-20,adzuna
qa automation engineer,qa_automation,Middle,2-3 роки,4070.0,4820.0,PL,2026-05-20,adzuna
qa automation engineer,qa_automation,Senior,5+ років,4284.0,5141.0,PL,2026-05-20,adzuna
qa automation engineer,qa_automation,Middle,2-3 роки,4070.0,4820.0,PL,2026-05-20,adzuna
qa automation engineer,qa_automation,Senior,5+ років,4284.0,5141.0,PL,2026-05-20,adzuna
manual qa tester,qa_manual,Middle,2-3 роки,2560.0,3733.0,PL,2026-05-20,adzuna
manual qa tester,qa_manual,Senior,5+ років,2560.0,3733.0,PL,2026-05-20,adzuna
manual qa tester,qa_manual,Middle,2-3 роки,2560.0,3733.0,PL,2026-05-20,adzuna
manual qa tester,qa_manual,Senior,5+ років,2560.0,3733.0,PL,2026-05-20,adzuna
manual qa tester,qa_manual,Middle,2-3 роки,2560.0,3733.0,PL,2026-05-20,adzuna
manual qa tester,qa_manual,Senior,5+ років,2560.0,3733.0,PL,2026-05-20,adzuna
manual qa tester,qa_manual,Middle,2-3 роки,2560.0,3733.0,PL,2026-05-20,adzuna
manual qa tester,qa_manual,Senior,5+ років,2560.0,3733.0,PL,2026-05-20,adzuna
manual qa tester,qa_manual,Middle,2-3 роки,2560.0,3733.0,PL,2026-05-20,adzuna
manual qa tester,qa_manual,Senior,5+ років,2560.0,3733.0,PL,2026-05-20,adzuna
react developer,react,Middle,2-3 роки,4080.0,5569.0,PL,2026-05-20,adzuna
react developer,react,Senior,5+ років,5569.0,6426.0,PL,2026-05-20,adzuna
react developer,react,Middle,2-3 роки,4080.0,5569.0,PL,2026-05-20,adzuna
react developer,react,Senior,5+ років,5569.0,6426.0,PL,2026-05-20,adzuna
react developer,react,Middle,2-3 роки,4080.0,5569.0,PL,2026-05-20,adzuna
react developer,react,Senior,5+ років,5569.0,6426.0,PL,2026-05-20,adzuna
react developer,react,Middle,2-3 роки,4080.0,5569.0,PL,2026-05-20,adzuna
react developer,react,Senior,5+ років,5569.0,6426.0,PL,2026-05-20,adzuna
react developer,react,Middle,2-3 роки,4080.0,5569.0,PL,2026-05-20,adzuna
react developer,react,Senior,5+ років,5569.0,6426.0,PL,2026-05-20,adzuna
react native developer,react_native,Middle,2-3 роки,4927.0,6212.0,PL,2026-05-20,adzuna
react native developer,react_native,Senior,5+ років,5141.0,6962.0,PL,2026-05-20,adzuna
react native developer,react_native,Middle,2-3 роки,4927.0,6212.0,PL,2026-05-20,adzuna
react native developer,react_native,Senior,5+ років,5141.0,6962.0,PL,2026-05-20,adzuna
react native developer,react_native,Middle,2-3 роки,4927.0,6212.0,PL,2026-05-20,adzuna
react native developer,react_native,Senior,5+ років,5141.0,6962.0,PL,2026-05-20,adzuna
react native developer,react_native,Middle,2-3 роки,4927.0,6212.0,PL,2026-05-20,adzuna
react native developer,react_native,Senior,5+ років,5141.0,6962.0,PL,2026-05-20,adzuna
react native developer,react_native,Middle,2-3 роки,4927.0,6212.0,PL,2026-05-20,adzuna
react native developer,react_native,Senior,5+ років,5141.0,6962.0,PL,2026-05-20,adzuna
it recruiter,recruiter,Middle,2-3 роки,3631.0,4315.0,PL,2026-05-20,adzuna
it recruiter,recruiter,Senior,5+ років,2062.0,2582.0,PL,2026-05-20,adzuna
it recruiter,recruiter,Middle,2-3 роки,3631.0,4315.0,PL,2026-05-20,adzuna
it recruiter,recruiter,Senior,5+ років,2062.0,2582.0,PL,2026-05-20,adzuna
it recruiter,recruiter,Middle,2-3 роки,3631.0,4315.0,PL,2026-05-20,adzuna
it recruiter,recruiter,Senior,5+ років,2062.0,2582.0,PL,2026-05-20,adzuna
it recruiter,recruiter,Middle,2-3 роки,3631.0,4315.0,PL,2026-05-20,adzuna
it recruiter,recruiter,Senior,5+ років,2062.0,2582.0,PL,2026-05-20,adzuna
it recruiter,recruiter,Middle,2-3 роки,3631.0,4315.0,PL,2026-05-20,adzuna
it recruiter,recruiter,Senior,5+ років,2062.0,2582.0,PL,2026-05-20,adzuna
ruby developer,ruby,Middle,2-3 роки,3570.0,4845.0,PL,2026-05-20,adzuna
ruby developer,ruby,Senior,5+ років,4208.0,5674.0,PL,2026-05-20,adzuna
ruby developer,ruby,Middle,2-3 роки,3570.0,4845.0,PL,2026-05-20,adzuna
ruby developer,ruby,Senior,5+ років,4208.0,5674.0,PL,2026-05-20,adzuna
ruby developer,ruby,Middle,2-3 роки,3570.0,4845.0,PL,2026-05-20,adzuna
ruby developer,ruby,Senior,5+ років,4208.0,5674.0,PL,2026-05-20,adzuna
ruby developer,ruby,Middle,2-3 роки,3570.0,4845.0,PL,2026-05-20,adzuna
ruby developer,ruby,Senior,5+ років,4208.0,5674.0,PL,2026-05-20,adzuna
ruby developer,ruby,Middle,2-3 роки,3570.0,4845.0,PL,2026-05-20,adzuna
ruby developer,ruby,Senior,5+ років,4208.0,5674.0,PL,2026-05-20,adzuna
rust developer,rust,Middle,2-3 роки,3825.0,6375.0,PL,2026-05-20,adzuna
rust developer,rust,Senior,5+ років,3825.0,6375.0,PL,2026-05-20,adzuna
rust developer,rust,Middle,2-3 роки,3825.0,6375.0,PL,2026-05-20,adzuna
rust developer,rust,Senior,5+ років,3825.0,6375.0,PL,2026-05-20,adzuna
rust developer,rust,Middle,2-3 роки,3825.0,6375.0,PL,2026-05-20,adzuna
rust developer,rust,Senior,5+ років,3825.0,6375.0,PL,2026-05-20,adzuna
rust developer,rust,Middle,2-3 роки,3825.0,6375.0,PL,2026-05-20,adzuna
rust developer,rust,Senior,5+ років,3825.0,6375.0,PL,2026-05-20,adzuna
rust developer,rust,Middle,2-3 роки,3825.0,6375.0,PL,2026-05-20,adzuna
rust developer,rust,Senior,5+ років,3825.0,6375.0,PL,2026-05-20,adzuna
sales manager,sales,Middle,2-3 роки,,,PL,2026-05-20,adzuna
sales manager,sales,Senior,5+ років,,,PL,2026-05-20,adzuna
sales manager,sales,Middle,2-3 роки,,,PL,2026-05-20,adzuna
sales manager,sales,Senior,5+ років,,,PL,2026-05-20,adzuna
sales manager,sales,Middle,2-3 роки,,,PL,2026-05-20,adzuna
sales manager,sales,Senior,5+ років,,,PL,2026-05-20,adzuna
sales manager,sales,Middle,2-3 роки,,,PL,2026-05-20,adzuna
sales manager,sales,Senior,5+ років,,,PL,2026-05-20,adzuna
sales manager,sales,Middle,2-3 роки,,,PL,2026-05-20,adzuna
sales manager,sales,Senior,5+ років,,,PL,2026-05-20,adzuna
sales director,sales_leadership,Middle,2-3 роки,4590.0,5610.0,PL,2026-05-20,adzuna
sales director,sales_leadership,Senior,5+ років,4590.0,5610.0,PL,2026-05-20,adzuna
sales director,sales_leadership,Middle,2-3 роки,4590.0,5610.0,PL,2026-05-20,adzuna
sales director,sales_leadership,Senior,5+ років,4590.0,5610.0,PL,2026-05-20,adzuna
sales director,sales_leadership,Middle,2-3 роки,4590.0,5610.0,PL,2026-05-20,adzuna
sales director,sales_leadership,Senior,5+ років,4590.0,5610.0,PL,2026-05-20,adzuna
sales director,sales_leadership,Middle,2-3 роки,4590.0,5610.0,PL,2026-05-20,adzuna
sales director,sales_leadership,Senior,5+ років,4590.0,5610.0,PL,2026-05-20,adzuna
sales director,sales_leadership,Middle,2-3 роки,4590.0,5610.0,PL,2026-05-20,adzuna
sales director,sales_leadership,Senior,5+ років,4590.0,5610.0,PL,2026-05-20,adzuna
sales manager,sales_manager,Middle,2-3 роки,,,PL,2026-05-20,adzuna
